series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Type of occupation	Reporting Type
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	858	Uruguay	2000.0	39.3	Float					ILOSTAT - LFS - Continous Household Survey	['Local currency: URY - Uruguayan peso(UYU) | Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Urban areas only']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	858	Uruguay	2000.0	43.5	Float					ILOSTAT - LFS - Continous Household Survey	['Local currency: URY - Uruguayan peso(UYU) | Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Urban areas only']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	858	Uruguay	2000.0	41.7	Float					ILOSTAT - LFS - Continous Household Survey	['Local currency: URY - Uruguayan peso(UYU) | Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Urban areas only']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	858	Uruguay	2001.0	41.6	Float					ILOSTAT - LFS - Continous Household Survey	['Local currency: URY - Uruguayan peso(UYU) | Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Urban areas only']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	858	Uruguay	2001.0	39.8	Float					ILOSTAT - LFS - Continous Household Survey	['Local currency: URY - Uruguayan peso(UYU) | Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Urban areas only']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	858	Uruguay	2001.0	37.4	Float					ILOSTAT - LFS - Continous Household Survey	['Local currency: URY - Uruguayan peso(UYU) | Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Urban areas only']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	858	Uruguay	2002.0	38.0	Float					ILOSTAT - LFS - Continous Household Survey	['Local currency: URY - Uruguayan peso(UYU) | Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Urban areas only']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	858	Uruguay	2002.0	39.2	Float					ILOSTAT - LFS - Continous Household Survey	['Local currency: URY - Uruguayan peso(UYU) | Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Urban areas only']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	858	Uruguay	2002.0	36.3	Float					ILOSTAT - LFS - Continous Household Survey	['Local currency: URY - Uruguayan peso(UYU) | Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Urban areas only']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	858	Uruguay	2003.0	36.2	Float					ILOSTAT - LFS - Continous Household Survey	['Local currency: URY - Uruguayan peso(UYU) | Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Urban areas only']	C	CUR_LCU	FEMALE	isco08	G
