series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Type of speed
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	558	Nicaragua	2000.0	700	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	558	Nicaragua	2001.0	1604	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	558	Nicaragua	2002.0	2319	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	558	Nicaragua	2003.0	4403	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	558	Nicaragua	2004.0	5001	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	558	Nicaragua	2005.0	10534	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	558	Nicaragua	2006.0	19042	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	558	Nicaragua	2007.0	27550	Float					ITU estimate.	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	558	Nicaragua	2008.0	43212	Float					Instituto Nicaraguense de Telecomunicaciones y Correos	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	558	Nicaragua	2009.0	78678	Float					Instituto Nicaraguense de Telecomunicaciones y Correos	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	558	Nicaragua	2010.0	73279	Float					Instituto Nicaraguense de Telecomunicaciones y Correos	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	558	Nicaragua	2011.0	85092	Float					Instituto Nicaraguense de Telecomunicaciones y Correos	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	558	Nicaragua	2012.0	101312	Float					Instituto Nicaraguense de Telecomunicaciones y Correos	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	558	Nicaragua	2013.0	131687	Float					Instituto Nicaraguense de Telecomunicaciones y Correos	['Estimate.']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	558	Nicaragua	2014.0	111409	Float					Instituto Nicaraguense de Telecomunicaciones y Correos	['Estimate.']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	558	Nicaragua	2015.0	116308	Float					Instituto Nicaraguense de Telecomunicaciones y Correos	['Estimate.']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	558	Nicaragua	2016.0	177024	Float					Instituto Nicaraguense de Telecomunicaciones y Correos	['Estimate.']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	558	Nicaragua	2017.0	210124	Float					Instituto Nicaraguense de Telecomunicaciones y Correos	['Estimate by TELCOR.']	NA	NUMBER	ANYS
