series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	educationLevel_code	educationLevel_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	1	World	1			Region						ISCED11_3	Upper secondary	2017	74.2785059769608					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	1	World	1			Region						ISCED11_2	Lower secondary	2017	59.8780464901841					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	1	World	1			Region						ISCED11_1	Primary	2017	45.2538031729385					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	ISCED11_1	Primary	2018	0.51149					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	ISCED11_3	Upper secondary	2018	24.61039					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	ISCED11_2	Lower secondary	2018	2.6595					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	ISCED11_3	Upper secondary	2018	17.12329					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	ISCED11_2	Lower secondary	2017	0.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	ISCED11_1	Primary	2018	0.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	ISCED11_2	Lower secondary	2018	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	ISCED11_1	Primary	2018	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	ISCED11_3	Upper secondary	2018	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	ISCED11_3	Upper secondary	2016	84.16124					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	ISCED11_2	Lower secondary	2016	72.187					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	ISCED11_3	Upper secondary	2017	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	ISCED11_2	Lower secondary	2017	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	ISCED11_1	Primary	2018	41.95122					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	ISCED11_1	Primary	2018	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	ISCED11_3	Upper secondary	2018	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	ISCED11_2	Lower secondary	2018	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	143	Central Asia	3	142	Asia	Region						ISCED11_1	Primary	2018	95.6189597325417					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	143	Central Asia	3	142	Asia	Region						ISCED11_2	Lower secondary	2018	94.8304562782503					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	ISCED11_3	Upper secondary	2018	64.57439					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	ISCED11_2	Lower secondary	2018	67.43126					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_COMP	Schools with access toÂ computers for pedagogical purposes, by education level (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	ISCED11_1	Primary	2018	41.90404					UIS		C	Country data	PT	Percentage	G	Global			
