series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Age	Location	Sex	Reporting Type
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	512	Oman	2000.0	20.55542	Float					National Center for Statistics and Information (NCSI) based on Overall Monitoring of Annual National Indicators Survey	['']	C	PERCENT	15+	ALLAREA	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	512	Oman	2000.0	7.36125	Float					National Center for Statistics and Information (NCSI) based on Overall Monitoring of Annual National Indicators Survey	['']	C	PERCENT	15+	ALLAREA	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	512	Oman	2008.0	18.88875	Float					National Center for Statistics and Information (NCSI) based on Time Use Survey	['']	C	PERCENT	15+	ALLAREA	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	512	Oman	2008.0	7.5	Float					National Center for Statistics and Information (NCSI) based on Time Use Survey	['']	C	PERCENT	15+	ALLAREA	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	512	Oman	2008.0	19.86125	Float					National Center for Statistics and Information (NCSI) based on Time Use Survey	['']	C	PERCENT	15+	RURAL	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	512	Oman	2008.0	7.91667	Float					National Center for Statistics and Information (NCSI) based on Time Use Survey	['']	C	PERCENT	15+	RURAL	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	512	Oman	2008.0	18.26375	Float					National Center for Statistics and Information (NCSI) based on Time Use Survey	['']	C	PERCENT	15+	URBAN	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	512	Oman	2008.0	7.22208	Float					National Center for Statistics and Information (NCSI) based on Time Use Survey	['']	C	PERCENT	15+	URBAN	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	512	Oman	2008.0	14.86125	Float					National Center for Statistics and Information (NCSI) based on Time Use Survey	['']	C	PERCENT	15-24	ALLAREA	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	512	Oman	2008.0	5.83333	Float					National Center for Statistics and Information (NCSI) based on Time Use Survey	['']	C	PERCENT	15-24	ALLAREA	MALE	G
