series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Observation Status	Units	Reporting Type
GR_G14_XDC	Total government revenue, in local currency	344	China, Hong Kong Special Administrative Region	2002.0	190532	Float					IMF	['']	NA	A	CUR_LCU_M	G
GR_G14_XDC	Total government revenue, in local currency	344	China, Hong Kong Special Administrative Region	2003.0	204324	Float					IMF	['']	NA	A	CUR_LCU_M	G
GR_G14_XDC	Total government revenue, in local currency	344	China, Hong Kong Special Administrative Region	2004.0	246537	Float					IMF	['']	NA	A	CUR_LCU_M	G
GR_G14_XDC	Total government revenue, in local currency	344	China, Hong Kong Special Administrative Region	2005.0	277108	Float					IMF	['']	NA	A	CUR_LCU_M	G
GR_G14_XDC	Total government revenue, in local currency	344	China, Hong Kong Special Administrative Region	2006.0	305352	Float					IMF	['']	NA	A	CUR_LCU_M	G
GR_G14_XDC	Total government revenue, in local currency	344	China, Hong Kong Special Administrative Region	2007.0	368242	Float					IMF	['']	NA	A	CUR_LCU_M	G
GR_G14_XDC	Total government revenue, in local currency	344	China, Hong Kong Special Administrative Region	2008.0	330289	Float					IMF	['']	NA	A	CUR_LCU_M	G
GR_G14_XDC	Total government revenue, in local currency	344	China, Hong Kong Special Administrative Region	2009.0	335793	Float					IMF	['']	NA	A	CUR_LCU_M	G
GR_G14_XDC	Total government revenue, in local currency	344	China, Hong Kong Special Administrative Region	2010.0	395879	Float					IMF	['']	NA	A	CUR_LCU_M	G
GR_G14_XDC	Total government revenue, in local currency	344	China, Hong Kong Special Administrative Region	2011.0	459937	Float					IMF	['']	NA	A	CUR_LCU_M	G
GR_G14_XDC	Total government revenue, in local currency	344	China, Hong Kong Special Administrative Region	2012.0	479719	Float					IMF	['']	NA	A	CUR_LCU_M	G
GR_G14_XDC	Total government revenue, in local currency	344	China, Hong Kong Special Administrative Region	2013.0	458870	Float					IMF	['']	NA	A	CUR_LCU_M	G
GR_G14_XDC	Total government revenue, in local currency	344	China, Hong Kong Special Administrative Region	2014.0	532289	Float					IMF	['']	NA	A	CUR_LCU_M	G
GR_G14_XDC	Total government revenue, in local currency	344	China, Hong Kong Special Administrative Region	2015.0	519700	Float					IMF	['']	NA	A	CUR_LCU_M	G
GR_G14_XDC	Total government revenue, in local currency	344	China, Hong Kong Special Administrative Region	2016.0	612800	Float					IMF	['']	NA	A	CUR_LCU_M	G
GR_G14_XDC	Total government revenue, in local currency	344	China, Hong Kong Special Administrative Region	2017.0	685800	Float					IMF	['']	NA	A	CUR_LCU_M	G
