series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Type of speed	Reporting Type
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2004.0	283	Float						ITU research based on ANAC website.		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2005.0	937	Float						ITU research based on ANAC website.		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2006.0	1814	Float						ITU research based on ANAC website.		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2007.0	3833	Float						ITU research based on ANAC website.		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2008.0	7380	Float						ITU research based on ANAC website.		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2009.0	10972	Float						ITU research based on ANAC website.		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2010.0	16071	Float						Agencia Nacional das Comunicaçoes		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2011.0	21332	Float						Agencia Nacional das Comunicaçoes		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2012.0	19853	Float						Agencia Nacional das Comunicaçoes		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2012.0	8658	Float						Agencia Nacional das Comunicaçoes		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2012.0	7088	Float						Agencia Nacional das Comunicaçoes		['']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2012.0	3357	Float						Agencia Nacional das Comunicaçoes		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2013.0	21202	Float						ANAC		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2014.0	19076	Float						Agencia Nacional das Comunicaçoes		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2014.0	12137	Float						Agencia Nacional das Comunicaçoes		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2014.0	6939	Float						Agencia Nacional das Comunicaçoes		['']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2015.0	9407	Float						Agência Nacional das Comunicações - ANAC		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2015.0	7161	Float						Agência Nacional das Comunicações - ANAC		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2015.0	16568	Float						Agencia Nacional das Comunicaçoes		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2016.0	15541	Float						Agência Reguladora Multissetorial da Economia - ARME		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2016.0	11342	Float						Agência Reguladora Multissetorial da Economia - ARME		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2016.0	4199	Float						Agência Reguladora Multissetorial da Economia - ARME		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2017.0	14993	Float						Agência Reguladora Multissetorial da Economia - ARME		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2017.0	14993	Float						Agência Reguladora Multissetorial da Economia - ARME		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2018.0	15657	Float						Agência Reguladora Multissetorial da Economia - ARME		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	2018.0	15657	Float						Agência Reguladora Multissetorial da Economia - ARME		['']	NA	NUMBER	ANYS	G
