series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Type of occupation	Reporting Type
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	26000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	MALE	isco08-8	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	20000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	MALE	isco08-6	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	24000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	BOTHSEX	isco08-8	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	18000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08-6	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	19000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08-5	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	43000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08-1	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	18000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08-7	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	22000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08-8	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	27000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08-3	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	37000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08-2	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	25000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08-4	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	16000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08-9	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	42000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08-X	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	28000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	BOTHSEX	isco08-3	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	25000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	BOTHSEX	isco08-4	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	48000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	MALE	isco08-X	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	39000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	BOTHSEX	isco08-2	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	24000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	44000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	BOTHSEX	isco08-1	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	21000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	BOTHSEX	isco08-7	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	20000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	BOTHSEX	isco08-5	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	20000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	BOTHSEX	isco08-6	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2015.0	25000	Float						LFS - Labour force survey		['Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	53000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	BOTHSEX	isco08-X	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	21000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	BOTHSEX	isco08-6	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	26000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	BOTHSEX	isco08-8	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	18000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	BOTHSEX	isco08-9	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	43000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08-1	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	23000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	BOTHSEX	isco08-7	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	24000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	MALE	isco08-7	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	49000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	MALE	isco08-1	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	28000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	38000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08-2	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	23000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	MALE	isco08-5	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	28000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08-3	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	19000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	MALE	isco08-9	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	22000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	MALE	isco08-6	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	47000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	BOTHSEX	isco08-1	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	27000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	BOTHSEX	isco08-4	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	27000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08-4	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	27000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	21000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08-5	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	30000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	BOTHSEX	isco08-3	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	41000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	BOTHSEX	isco08-2	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	18000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08-6	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	20000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08-7	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	24000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08-8	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	22000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	BOTHSEX	isco08-5	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	55000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	MALE	isco08-X	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	32000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	MALE	isco08-3	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	45000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	MALE	isco08-2	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	26000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	MALE	isco08-4	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	25000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	42000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08-X	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	17000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	FEMALE	isco08-9	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	704	Viet Nam	2016.0	29000	Float						LFS - Labour force survey		['Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: VNM - Dong(VND) | Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers']	C	CUR_LCU	MALE	isco08-8	G
